Member,Order,SKU,Created On,Description,
"M42182	8264779	15669803	30/12/2013	Cashews",,,,,
"M42182	8264779	15668465	30/12/2013	Root Vegetables",,,,,
"M42182	8264779	15668448	30/12/2013	Exotic Vegetables",,,,,
"M42182	8264779	34992815	30/12/2013	Cookies",,,,,
"M42182	8264779	93141023	30/12/2013	Yogurt & Lassi",,,,,
"M42182	8265967	34992815	30/12/2013	Cookies",,,,,
"M42182	8272174	15668468	01/03/2014	Beans",,,,,
"M42182	8272174	15668381	01/03/2014	Other Vegetables",,,,,
"M42182	8272320	34986135	01/03/2014	Whole Spices",,,,,
"M42182	8279922	15668478	01/05/2014	Banana",,,,,
"M42182	8279922	15668448	01/05/2014	Exotic Vegetables",,,,,
"M42182	8285439	15668478	01/09/2014	Banana",,,,,
"M42182	8285439	15669764	01/09/2014	Besan",,,,,
"M42182	8285439	15668468	01/09/2014	Beans",,,,,
"M42182	8285439	93141022	01/09/2014	Yogurt & Lassi",,,,,
"M42182	8285439	15669887	01/09/2014	Maida",,,,,
"M42182	8285439	15669881	01/09/2014	Sooji & Rava",,,,,
"M42182	8285439	93141023	01/09/2014	Yogurt & Lassi",,,,,
"M42182	8285439	15668465	01/09/2014	Root Vegetables",,,,,
"M42182	8285439	93141092	01/09/2014	Yogurt & Lassi",,,,,
"M42182	8285439	15668688	01/09/2014	Root Vegetables",,,,,
"M42182	8290075	15668458	01/11/2014	Brinjals",,,,,
"M42182	8290075	15668381	01/11/2014	Other Vegetables",,,,,
"M42182	8290075	15668448	01/11/2014	Exotic Vegetables",,,,,
"M42182	8290075	15669863	01/11/2014	Moong Dal",,,,,
"M42182	8292328	15668381	12/08/2013	Other Vegetables",,,,,
"M42182	8292328	15668448	12/08/2013	Exotic Vegetables",,,,,
"M42182	8292328	15668478	12/08/2013	Banana",,,,,
"M42182	8296812	93141022	12/11/2013	Yogurt & Lassi",,,,,
"M42182	8296812	7601530	12/11/2013	Aluminium Foil & Cling Wrap",,,,,
"M42182	8296812	15668448	12/11/2013	Exotic Vegetables",,,,,
"M42182	8296812	93141092	12/11/2013	Yogurt & Lassi",,,,,
"M42182	8296812	7574983	12/11/2013	""Glucose"," Marie & Milk Biscuits""",,,,
"M42182	8296812	93141023	12/11/2013	Yogurt & Lassi",,,,,
"M42182	8304871	7572251	14/12/2013	Cooking Paste",,,,,
"M42182	8304871	15668381	14/12/2013	Other Vegetables",,,,,
"M42182	8304871	15668460	14/12/2013	Gourd & Cucumber",,,,,
"M42182	8304871	15668478	14/12/2013	Banana",,,,,
"M42182	8304871	15668457	14/12/2013	Brinjals",,,,,
"M42182	8304871	15668467	14/12/2013	Beans",,,,,
"M42182	8306242	15669764	15/12/2013	Besan",,,,,
"M42182	8311679	15670251	18/12/2013	Organic F&V",,,,,
"M42182	8311679	15669861	18/12/2013	Raw Peanuts",,,,,
"M42182	8311679	93141022	18/12/2013	Yogurt & Lassi",,,,,
"M42182	8311679	93141092	18/12/2013	Yogurt & Lassi",,,,,
"M42182	8311679	15668448	18/12/2013	Exotic Vegetables",,,,,
"M42182	8311679	15669864	18/12/2013	Other Dals",,,,,
"M42182	8311679	93141023	18/12/2013	Yogurt & Lassi",,,,,
"M42182	8311679	15669881	18/12/2013	Sooji & Rava",,,,,
"M42182	8314703	15668457	20/12/2013	Brinjals",,,,,
"M42182	8317136	15668478	22/12/2013	Banana",,,,,
"M42182	8322848	34986113	25/12/2013	Whole Spices",,,,,
"M42182	8322848	34986125	25/12/2013	Whole Spices",,,,,
"M42182	8322848	15668448	25/12/2013	Exotic Vegetables",,,,,
"M42182	8322848	15669887	25/12/2013	Maida",,,,,
"M42182	8322848	34992815	25/12/2013	Cookies",,,,,
"M42182	8322848	34986123	25/12/2013	Whole Spices",,,,,
"M42182	8323885	7572252	20/11/2013	Cooking Paste",,,,,
"M42182	8323885	15668478	20/11/2013	Banana",,,,,
"M42182	8323885	7572430	20/11/2013	Cooking Paste",,,,,
"M42182	8323885	7572251	20/11/2013	Cooking Paste",,,,,
"M42182	8323885	15668448	20/11/2013	Exotic Vegetables",,,,,
"M42182	8323885	15668381	20/11/2013	Other Vegetables",,,,,
"M42182	8331331	34989593	25/11/2013	Raisins",,,,,
"M42182	8331966	15668688	25/11/2013	Root Vegetables",,,,,
"M42182	8331966	7629391	25/11/2013	""Glucose"," Marie & Milk Biscuits""",,,,
"M42182	8336030	15668448	27/11/2013	Exotic Vegetables",,,,,
"M42182	8336030	15669811	27/11/2013	Almonds",,,,,
"M42182	8336030	15668468	27/11/2013	Beans",,,,,
"M42182	8336030	15668685	27/11/2013	Beans",,,,,
"M42182	8343303	93141093	12/01/2013	Curd",,,,,
"M42182	8343303	93141092	12/01/2013	Yogurt & Lassi",,,,,
"M42182	8343303	15668478	12/01/2013	Banana",,,,,
"M42182	8343303	93141022	12/01/2013	Yogurt & Lassi",,,,,
"M42182	8343303	15668448	12/01/2013	Exotic Vegetables",,,,,
"M42182	8343303	93141023	12/01/2013	Yogurt & Lassi",,,,,
"M42182	8349100	15668462	12/04/2013	Gourd & Cucumber",,,,,
"M42182	8349100	15669886	12/04/2013	Sooji & Rava",,,,,
"M42182	8349100	15668688	12/04/2013	Root Vegetables",,,,,
"M42182	8349100	34989863	12/04/2013	Phenyles & Acids",,,,,
"M42182	8349100	21409004	12/04/2013	Other Dals",,,,,
"M42182	8352474	93141093	12/05/2013	Curd",,,,,
"M42182	8352474	15669803	12/05/2013	Cashews",,,,,
"M42182	8352474	34987569	12/05/2013	Powdered Spices",,,,,
"M42182	8352474	15669811	12/05/2013	Almonds",,,,,
"M42182	8352474	15669832	12/05/2013	Sugar",,,,,
"M42182	8352474	15669815	12/05/2013	Jaggery",,,,,
"M42182	8360238	15668381	11/04/2013	Other Vegetables",,,,,
"M42182	8360238	7572251	11/04/2013	Cooking Paste",,,,,
"M42182	8360238	15668478	11/04/2013	Banana",,,,,
"M42182	8360238	15668448	11/04/2013	Exotic Vegetables",,,,,
"M42182	8365634	15669803	11/06/2013	Cashews",,,,,
"M42182	8365634	7571091	11/06/2013	Energy Drinks",,,,,
"M42182	8365634	15668468	11/06/2013	Beans",,,,,
"M42182	8365634	34987568	11/06/2013	Whole Spices",,,,,
"M42182	8365634	7575499	11/06/2013	Aluminium Foil & Cling Wrap",,,,,
"M42182	8365634	93141092	11/06/2013	Yogurt & Lassi",,,,,
"M42182	8365634	7570497	11/06/2013	Toothpaste",,,,,
"M42182	8365634	34986115	11/06/2013	Other Dry Fruits",,,,,
"M42182	8365634	15669992	11/06/2013	Other Dals",,,,,
"M42182	8365634	93141022	11/06/2013	Yogurt & Lassi",,,,,
"M42182	8365634	15668465	11/06/2013	Root Vegetables",,,,,
"M42182	8365634	93141023	11/06/2013	Yogurt & Lassi",,,,,
"M42182	8365634	15669910	11/06/2013	Brinjals",,,,,
"M42182	8365634	15669863	11/06/2013	Moong Dal",,,,,
"M42182	8365634	15669810	11/06/2013	Almonds",,,,,
"M42182	8365634	15668460	11/06/2013	Gourd & Cucumber",,,,,
"M42182	8368335	7573023	11/08/2013	Shaving Blade & Razors",,,,,
"M42182	8368335	15668688	11/08/2013	Root Vegetables",,,,,
"M42182	8368335	15668381	11/08/2013	Other Vegetables",,,,,
"M42182	8368335	21409004	11/08/2013	Other Dals",,,,,
"M42182	8373647	15668478	11/11/2013	Banana",,,,,
"M42182	8373647	15668448	11/11/2013	Exotic Vegetables",,,,,
"M42182	8374461	93141092	11/12/2013	Yogurt & Lassi",,,,,
"M42182	8374461	93141022	11/12/2013	Yogurt & Lassi",,,,,
"M42513	6660375	15668381	29/07/2014	Other Vegetables",,,,,
"M42513	6660375	15668379	29/07/2014	Other Vegetables",,,,,
"M42513	6660375	15668519	29/07/2014	Bread",,,,,
"M42513	6660375	15668468	29/07/2014	Beans",,,,,
"M42513	6660375	15668685	29/07/2014	Beans",,,,,
"M42513	6660375	15668688	29/07/2014	Root Vegetables",,,,,
"M42513	6692216	93091858	20/07/2014	Curd",,,,,
"M42513	6692216	15668519	20/07/2014	Bread",,,,,
"M42513	6692216	15668468	20/07/2014	Beans",,,,,
"M42513	6692216	15668379	20/07/2014	Other Vegetables",,,,,
"M42513	6709857	15669881	25/07/2014	Sooji & Rava",,,,,
"M42513	6709857	15669817	25/07/2014	Whole Spices",,,,,
"M42513	6709857	15669864	25/07/2014	Other Dals",,,,,
"M42513	6709857	15669821	25/07/2014	Whole Spices",,,,,
"M42513	6709857	15669804	25/07/2014	Cashews",,,,,
"M42513	6709857	34986112	25/07/2014	Whole Spices",,,,,
"M42513	6709857	34986122	25/07/2014	Whole Spices",,,,,
"M42513	6724133	15668519	07/10/2014	Bread",,,,,
"M42513	6753345	15669856	29/06/2014	Sugar",,,,,
"M42513	6753345	7718555	29/06/2014	Other Oils",,,,,
"M42513	6753345	15668468	29/06/2014	Beans",,,,,
"M42513	6753345	15668379	29/06/2014	Other Vegetables",,,,,
"M42513	6753345	15669881	29/06/2014	Sooji & Rava",,,,,
"M42513	6770821	7628085	07/05/2014	Basmati Rice",,,,,
"M42513	6770821	15668519	07/05/2014	Bread",,,,,
"M42513	6770821	15668685	07/05/2014	Beans",,,,,
"M42513	6770821	15668379	07/05/2014	Other Vegetables",,,,,
"M42513	6770821	15668468	07/05/2014	Beans",,,,,
"M42513	6770821	15668381	07/05/2014	Other Vegetables",,,,,
"M42513	6787922	15668519	20/06/2014	Bread",,,,,
"M42513	6787922	7569801	20/06/2014	Namkeen",,,,,
"M42513	6787922	15668542	20/06/2014	Buns & Pavs",,,,,
"M42513	6805229	15668519	25/06/2014	Bread",,,,,
"M42513	6805229	15668468	25/06/2014	Beans",,,,,
"M42513	7340382	15668462	10/12/2013	Gourd & Cucumber",,,,,
"M42513	7340382	15669802	10/12/2013	Cashews",,,,,
"M42513	7340382	15669808	10/12/2013	Other Dry Fruits",,,,,
"M42513	7340382	15668519	10/12/2013	Bread",,,,,
"M42513	7340382	15669881	10/12/2013	Sooji & Rava",,,,,
"M42513	7354107	15668468	20/10/2013	Beans",,,,,
"M42513	7354107	15669860	20/10/2013	Moong Dal",,,,,
"M42513	7354107	15669864	20/10/2013	Other Dals",,,,,
"M42513	7354107	15669778	20/10/2013	Other Dals",,,,,
"M42513	7354107	15669856	20/10/2013	Sugar",,,,,
"M42513	7354107	15668379	20/10/2013	Other Vegetables",,,,,
"M42513	7368579	15668379	28/10/2013	Other Vegetables",,,,,
"M42513	7368579	15669782	28/10/2013	Raw Rice",,,,,
"M42513	7368579	15669808	28/10/2013	Other Dry Fruits",,,,,
"M42513	7368579	15668468	28/10/2013	Beans",,,,,
"M42513	7368579	15668542	28/10/2013	Buns & Pavs",,,,,
"M42513	7378440	15668468	25/09/2013	Beans",,,,,
"M42513	7378440	15668688	25/09/2013	Root Vegetables",,,,,
"M42513	7378440	7628085	25/09/2013	Basmati Rice",,,,,
"M42513	7378440	15668542	25/09/2013	Buns & Pavs",,,,,
"M42513	7378440	15669887	25/09/2013	Maida",,,,,
"M42513	7378440	15668519	25/09/2013	Bread",,,,,
"M42513	7378440	7718555	25/09/2013	Other Oils",,,,,
"M42513	7378440	15670270	25/09/2013	Other Dals",,,,,
"M42513	7378440	15669869	25/09/2013	Moong Dal",,,,,
"M42513	7388714	15668379	10/01/2013	Other Vegetables",,,,,
"M42513	7401362	15668379	10/08/2013	Other Vegetables",,,,,
"M42513	7401362	15668468	10/08/2013	Beans",,,,,
"M42513	7401362	15670270	10/08/2013	Other Dals",,,,,
"M42513	7401362	15668519	10/08/2013	Bread",,,,,
"M42513	7401362	15668542	10/08/2013	Buns & Pavs",,,,,
"M42513	7401362	15669785	10/08/2013	Boiled Rice",,,,,
"M42513	7401362	15669887	10/08/2013	Maida",,,,,
"M42513	7401362	7718555	10/08/2013	Other Oils",,,,,
"M42513	7416171	15669771	09/09/2013	Maida",,,,,
"M42513	7416171	15669785	09/09/2013	Boiled Rice",,,,,
"M42513	7416171	7718555	09/09/2013	Other Oils",,,,,
"M42513	7416171	15669864	09/09/2013	Other Dals",,,,,
"M42513	7416171	15668379	09/09/2013	Other Vegetables",,,,,
"M42513	7416171	15668542	09/09/2013	Buns & Pavs",,,,,
"M42513	7416171	15670270	09/09/2013	Other Dals",,,,,
"M42513	7416171	15669863	09/09/2013	Moong Dal",,,,,
"M42513	7424384	15668519	14/09/2013	Bread",,,,,
"M42513	7424384	15668468	14/09/2013	Beans",,,,,
"M42513	7424384	15668381	14/09/2013	Other Vegetables",,,,,
"M42513	7433356	15668468	20/09/2013	Beans",,,,,
"M42513	7433356	15668379	20/09/2013	Other Vegetables",,,,,
"M42513	7433356	15668519	20/09/2013	Bread",,,,,
"M42513	7433356	15669760	20/09/2013	Whole Spices",,,,,
"M42513	7433356	15669783	20/09/2013	Sooji & Rava",,,,,
"M42513	7448610	15668468	21/08/2013	Beans",,,,,
"M42513	7459287	7718555	27/08/2013	Other Oils",,,,,
"M42513	7459287	7637309	27/08/2013	Mosquito Repellent",,,,,
"M42513	7459287	15668519	27/08/2013	Bread",,,,,
"M42513	7459287	15668542	27/08/2013	Buns & Pavs",,,,,
"M42513	7459287	15669856	27/08/2013	Sugar",,,,,
"M42513	7467574	15668468	09/01/2013	Beans",,,,,
"M42513	7467574	7630967	09/01/2013	Regular Pasta",,,,,
"M42513	7471783	15669887	25/07/2013	Maida",,,,,
"M42513	7471783	15668468	25/07/2013	Beans",,,,,
"M42513	7471783	15668542	25/07/2013	Buns & Pavs",,,,,
"M42513	7471783	7570487	25/07/2013	Shaving Blade & Razors",,,,,
"M42513	7471783	15668379	25/07/2013	Other Vegetables",,,,,
"M42513	7471783	7718555	25/07/2013	Other Oils",,,,,
"M42513	7479399	15668519	30/07/2013	Bread",,,,,
"M42513	7479399	93091858	30/07/2013	Curd",,,,,
"M42513	7479399	7642495	30/07/2013	Ice Creams & Desserts",,,,,
"M42513	7479399	15668379	30/07/2013	Other Vegetables",,,,,
"M42513	7485297	15668468	08/02/2013	Beans",,,,,
"M42513	7501809	15668379	08/12/2013	Other Vegetables",,,,,
"M42513	7501809	15668468	08/12/2013	Beans",,,,,
"M42513	7501809	7718555	08/12/2013	Other Oils",,,,,
"M42513	7501809	15668460	08/12/2013	Gourd & Cucumber",,,,,
"M42513	7501809	15668685	08/12/2013	Beans",,,,,
"M42513	7512526	7642489	07/10/2013	Ice Creams & Desserts",,,,,
"M42513	7512526	15668468	07/10/2013	Beans",,,,,
"M42513	7512526	15668379	07/10/2013	Other Vegetables",,,,,
"M42513	7512526	15668519	07/10/2013	Bread",,,,,
"M42513	7512526	15669785	07/10/2013	Boiled Rice",,,,,
"M42513	7512526	7642495	07/10/2013	Ice Creams & Desserts",,,,,
"M42513	7512526	93091858	07/10/2013	Curd",,,,,
"M42513	7515539	15669864	07/12/2013	Other Dals",,,,,
"M42513	7515539	15668519	07/12/2013	Bread",,,,,
"M42513	7515539	7718555	07/12/2013	Other Oils",,,,,
"M42513	7515539	15669786	07/12/2013	Avalakki / Poha",,,,,
"M42513	7515539	93091858	07/12/2013	Curd",,,,,
"M42513	7523721	15668468	17/07/2013	Beans",,,,,
"M42513	7523721	15668379	17/07/2013	Other Vegetables",,,,,
"M42513	7523721	15668519	17/07/2013	Bread",,,,,
"M42513	7539899	15669863	15/06/2013	Moong Dal",,,,,
"M42513	7539899	15668468	15/06/2013	Beans",,,,,
"M42513	7539899	7637309	15/06/2013	Mosquito Repellent",,,,,
"M42513	7539899	15668519	15/06/2013	Bread",,,,,
"M42513	7539899	15668379	15/06/2013	Other Vegetables",,,,,
"M42513	7539899	15669887	15/06/2013	Maida",,,,,
"M42513	7539899	7718555	15/06/2013	Other Oils",,,,,
"M42513	7539899	15669860	15/06/2013	Moong Dal",,,,,
"M42513	7544635	15668519	18/06/2013	Bread",,,,,
"M42513	7544635	15669880	18/06/2013	Sooji & Rava",,,,,
"M42513	7544635	15669859	18/06/2013	Toor Dal",,,,,
"M42513	7544635	15669856	18/06/2013	Sugar",,,,,
"M42513	7549456	7642495	21/06/2013	Ice Creams & Desserts",,,,,
"M42513	7549456	15669783	21/06/2013	Sooji & Rava",,,,,
"M42513	7549456	15668379	21/06/2013	Other Vegetables",,,,,
"M42513	7549456	15668519	21/06/2013	Bread",,,,,
"M42513	7549456	15668468	21/06/2013	Beans",,,,,
"M42513	7549456	15669864	21/06/2013	Other Dals",,,,,
"M42513	7549456	15670270	21/06/2013	Other Dals",,,,,
"M42513	7549456	15668542	21/06/2013	Buns & Pavs",,,,,
"M42513	7557992	15668519	27/06/2013	Bread",,,,,
"M42513	7557992	7642495	27/06/2013	Ice Creams & Desserts",,,,,
"M42513	7557992	15669760	27/06/2013	Whole Spices",,,,,
"M42513	7557992	15668381	27/06/2013	Other Vegetables",,,,,
"M42513	7557992	15668379	27/06/2013	Other Vegetables",,,,,
"M42513	7557992	7642489	27/06/2013	Ice Creams & Desserts",,,,,
"M42513	7562111	93091858	30/06/2013	Curd",,,,,
"M42513	7573180	15668460	23/05/2013	Gourd & Cucumber",,,,,
"M42513	7573180	93141093	23/05/2013	Curd",,,,,
"M42513	7573180	15668468	23/05/2013	Beans",,,,,
"M42513	7573180	15668519	23/05/2013	Bread",,,,,
"M42513	7579748	15668519	29/05/2013	Bread",,,,,
"M42513	7603175	15669824	25/04/2013	Raw Rice",,,,,
"M42513	7603175	15669864	25/04/2013	Other Dals",,,,,
"M42513	7603175	15668460	25/04/2013	Gourd & Cucumber",,,,,
"M42513	7603175	15668542	25/04/2013	Buns & Pavs",,,,,
"M42513	7603175	15669863	25/04/2013	Moong Dal",,,,,
"M42513	7603175	15668379	25/04/2013	Other Vegetables",,,,,
"M42513	7603175	15668520	25/04/2013	Bread",,,,,
"M42513	7603175	7718555	25/04/2013	Other Oils",,,,,
"M42513	7609248	15669887	05/01/2013	Maida",,,,,
"M42513	7609248	15669783	05/01/2013	Sooji & Rava",,,,,
"M42513	7609248	15668468	05/01/2013	Beans",,,,,
"M42513	7609248	15668519	05/01/2013	Bread",,,,,
"M42513	7616759	15668520	05/07/2013	Bread",,,,,
"M42513	7616759	15668460	05/07/2013	Gourd & Cucumber",,,,,
"M42513	7616759	15668468	05/07/2013	Beans",,,,,
"M42513	7616759	15668379	05/07/2013	Other Vegetables",,,,,
"M42513	7616759	7718555	05/07/2013	Other Oils",,,,,
"M42513	7616759	7637309	05/07/2013	Mosquito Repellent",,,,,
"M42513	7616759	15669785	05/07/2013	Boiled Rice",,,,,
"M42513	7620801	15668519	05/10/2013	Bread",,,,,
"M42513	7627465	15668460	14/05/2013	Gourd & Cucumber",,,,,
"M42513	7627465	7718555	14/05/2013	Other Oils",,,,,
"M42513	7627806	34986112	15/05/2013	Whole Spices",,,,,
"M42513	7627806	7642489	15/05/2013	Ice Creams & Desserts",,,,,
"M42513	7627806	34986122	15/05/2013	Whole Spices",,,,,
"M42513	7627806	34986129	15/05/2013	Whole Spices",,,,,
"M42513	7627806	7628085	15/05/2013	Basmati Rice",,,,,
"M42513	7627806	15668520	15/05/2013	Bread",,,,,
"M42513	7634087	7718555	20/05/2013	Other Oils",,,,,
"M42513	7634087	15668520	20/05/2013	Bread",,,,,
"M42513	7640837	15668459	31/03/2013	Gourd & Cucumber",,,,,
"M42513	7640837	15668468	31/03/2013	Beans",,,,,
"M42513	7643576	15668520	04/03/2013	Bread",,,,,
"M42513	7643576	7718555	04/03/2013	Other Oils",,,,,
"M42513	7643576	7628087	04/03/2013	Basmati Rice",,,,,
"M42513	7649674	15668379	04/08/2013	Other Vegetables",,,,,
"M42513	7649674	15668520	04/08/2013	Bread",,,,,
"M42513	7649674	15668685	04/08/2013	Beans",,,,,
"M42513	7649674	15668468	04/08/2013	Beans",,,,,
"M42513	7649674	15669864	04/08/2013	Other Dals",,,,,
"M42513	7649674	15668459	04/08/2013	Gourd & Cucumber",,,,,
"M42513	7654439	7718555	13/04/2013	Other Oils",,,,,
"M42513	7654439	15669856	13/04/2013	Sugar",,,,,
"M42513	7654439	15668520	13/04/2013	Bread",,,,,
"M42513	7654439	93141093	13/04/2013	Curd",,,,,
"M42513	7658330	15668459	15/04/2013	Gourd & Cucumber",,,,,
"M42513	7658330	15668379	15/04/2013	Other Vegetables",,,,,
"M42513	7658330	15668542	15/04/2013	Buns & Pavs",,,,,
"M42513	7658330	15668468	15/04/2013	Beans",,,,,
"M42513	7662220	15668459	19/04/2013	Gourd & Cucumber",,,,,
"M42513	7662220	15668520	19/04/2013	Bread",,,,,
"M42513	7662220	15669782	19/04/2013	Raw Rice",,,,,
"M42513	7662220	93141093	19/04/2013	Curd",,,,,
"M42513	7662220	7569801	19/04/2013	Namkeen",,,,,
"M42513	7670923	15668468	25/02/2013	Beans",,,,,
"M42513	7670923	7578347	25/02/2013	Chilli & Soya Sauces",,,,,
"M42513	7670923	15668379	25/02/2013	Other Vegetables",,,,,
"M42513	7677033	15668520	03/03/2013	Bread",,,,,
"M42513	7677033	15668684	03/03/2013	Beans",,,,,
"M42513	7677033	15668462	03/03/2013	Gourd & Cucumber",,,,,
"M42513	7677033	15668467	03/03/2013	Beans",,,,,
"M42513	7686958	15670270	03/11/2013	Other Dals",,,,,
"M42513	7686958	15669856	03/11/2013	Sugar",,,,,
"M42513	7686958	15669864	03/11/2013	Other Dals",,,,,
"M42513	7686958	15668685	03/11/2013	Beans",,,,,
"M42513	7686958	15668468	03/11/2013	Beans",,,,,
"M42513	7686958	7718555	03/11/2013	Other Oils",,,,,
"M42513	7686958	15668379	03/11/2013	Other Vegetables",,,,,
"M42513	7686958	15669860	03/11/2013	Moong Dal",,,,,
"M42513	7686958	15669863	03/11/2013	Moong Dal",,,,,
"M42513	7689115	15668519	14/03/2013	Bread",,,,,
"M42513	7689115	15668520	14/03/2013	Bread",,,,,
"M42513	7689115	15668689	14/03/2013	Root Vegetables",,,,,
"M42513	7692383	15668520	18/03/2013	Bread",,,,,
"M42513	7692383	15669996	18/03/2013	Other Dals",,,,,
"M42513	7692383	15668519	18/03/2013	Bread",,,,,
"M42513	7692383	15669887	18/03/2013	Maida",,,,,
"M42513	7692383	15669783	18/03/2013	Sooji & Rava",,,,,
"M42513	7692383	7718555	18/03/2013	Other Oils",,,,,
"M42513	7692383	15668459	18/03/2013	Gourd & Cucumber",,,,,
"M42513	7699142	15668379	24/03/2013	Other Vegetables",,,,,
"M42513	7699142	7570487	24/03/2013	Shaving Blade & Razors",,,,,
"M42513	7699142	15668689	24/03/2013	Root Vegetables",,,,,
"M42513	7699142	15668520	24/03/2013	Bread",,,,,
"M42513	7699142	15669772	24/03/2013	Other Dals",,,,,
"M42513	7704562	15668379	17/01/2013	Other Vegetables",,,,,
"M42513	7704562	15668520	17/01/2013	Bread",,,,,
"M42513	7709540	15668542	23/01/2013	Buns & Pavs",,,,,
"M42513	7709540	15668468	23/01/2013	Beans",,,,,
"M42513	7709540	15668379	23/01/2013	Other Vegetables",,,,,
"M42513	7709540	15668520	23/01/2013	Bread",,,,,
"M42513	7714285	7718555	30/01/2013	Other Oils",,,,,
"M42513	7714285	15668520	30/01/2013	Bread",,,,,
"M42513	7714285	15668468	30/01/2013	Beans",,,,,
"M42513	7714285	15668381	30/01/2013	Other Vegetables",,,,,
"M42513	7714285	15668379	30/01/2013	Other Vegetables",,,,,
"M42513	7714285	7624790	30/01/2013	Ghee",,,,,
"M42513	7720706	7628087	02/05/2013	Basmati Rice",,,,,
"M42513	7720706	15668379	02/05/2013	Other Vegetables",,,,,
"M42513	7720706	15668520	02/05/2013	Bread",,,,,
"M42513	7725917	7674207	02/11/2013	Health Drinks",,,,,
"M42513	7725917	15668542	02/11/2013	Buns & Pavs",,,,,
"M42513	7729033	15668468	15/02/2013	Beans",,,,,
"M42513	7729033	7718555	15/02/2013	Other Oils",,,,,
"M42513	7729033	7628085	15/02/2013	Basmati Rice",,,,,
"M42513	7729033	15669817	15/02/2013	Whole Spices",,,,,
"M42513	7732844	15668520	20/02/2013	Bread",,,,,
"M42513	7732844	7569802	20/02/2013	Namkeen",,,,,
"M42513	7732844	15669785	20/02/2013	Boiled Rice",,,,,
"M42513	7732844	15669881	20/02/2013	Sooji & Rava",,,,,
"M42513	7732844	7540446	20/02/2013	Basmati Rice",,,,,
"M42513	7732844	7569801	20/02/2013	Namkeen",,,,,
"M42513	7732844	7624790	20/02/2013	Ghee",,,,,
"M42513	7738137	15668689	12/06/2012	Root Vegetables",,,,,
"M42513	7738137	15668685	12/06/2012	Beans",,,,,
"M42513	7738137	15668379	12/06/2012	Other Vegetables",,,,,
"M42513	7738137	15668520	12/06/2012	Bread",,,,,
"M42513	7738137	7590868	12/06/2012	Curd",,,,,
"M42513	7738137	15668468	12/06/2012	Beans",,,,,
"M42513	7741276	15668520	12/10/2012	Bread",,,,,
"M42513	7741276	15668542	12/10/2012	Buns & Pavs",,,,,
"M42513	7742589	15668468	13/12/2012	Beans",,,,,
"M42513	7742589	15668689	13/12/2012	Root Vegetables",,,,,
"M42513	7742589	15668520	13/12/2012	Bread",,,,,
"M42513	7742589	15668379	13/12/2012	Other Vegetables",,,,,
"M42513	7747069	15668379	20/12/2012	Other Vegetables",,,,,
"M42513	7747069	15668381	20/12/2012	Other Vegetables",,,,,
"M42513	7747069	15668685	20/12/2012	Beans",,,,,
"M42513	7747069	15668520	20/12/2012	Bread",,,,,
"M42513	7747069	15668468	20/12/2012	Beans",,,,,
"M42513	7747069	15668688	20/12/2012	Root Vegetables",,,,,
"M42513	7747069	7718555	20/12/2012	Other Oils",,,,,
"M42513	7750506	15668542	24/12/2012	Buns & Pavs",,,,,
"M42513	7750506	15668520	24/12/2012	Bread",,,,,
"M42513	7750506	15668468	24/12/2012	Beans",,,,,
"M42513	7750506	15668379	24/12/2012	Other Vegetables",,,,,
"M42513	7750506	15669869	24/12/2012	Moong Dal",,,,,
"M42513	7757478	15668468	01/03/2013	Beans",,,,,
"M42513	7757478	15668520	01/03/2013	Bread",,,,,
"M42513	7757478	15668381	01/03/2013	Other Vegetables",,,,,
"M42513	7760909	15668685	01/08/2013	Beans",,,,,
"M42513	7760909	15668468	01/08/2013	Beans",,,,,
"M42513	7760909	15668520	01/08/2013	Bread",,,,,
"M42513	7760909	7590868	01/08/2013	Curd",,,,,
"M42513	7760909	15669856	01/08/2013	Sugar",,,,,
"M42513	7770452	15668467	10/11/2012	Beans",,,,,
"M42513	7770452	15668520	10/11/2012	Bread",,,,,
"M42513	7770452	15668379	10/11/2012	Other Vegetables",,,,,
"M42513	7770452	15669864	10/11/2012	Other Dals",,,,,
"M42513	7770452	15669868	10/11/2012	Other Dals",,,,,
"M42513	7774188	15669880	17/10/2012	Sooji & Rava",,,,,
"M42513	7774188	15668467	17/10/2012	Beans",,,,,
"M42513	7774188	15668689	17/10/2012	Root Vegetables",,,,,
"M42513	7774188	15668378	17/10/2012	Other Vegetables",,,,,
"M42513	7774188	15668542	17/10/2012	Buns & Pavs",,,,,
"M42513	7774188	15668520	17/10/2012	Bread",,,,,
"M42513	7774188	15668462	17/10/2012	Gourd & Cucumber",,,,,
"M42513	7774188	15668684	17/10/2012	Beans",,,,,
"M42513	7774188	15669856	17/10/2012	Sugar",,,,,
"M42513	7774188	15668459	17/10/2012	Gourd & Cucumber",,,,,
"M42513	7780864	15668468	31/10/2012	Beans",,,,,
"M42513	7780864	15668520	31/10/2012	Bread",,,,,
"M42513	7780864	15668379	31/10/2012	Other Vegetables",,,,,
"M42513	7782473	15668542	11/04/2012	Buns & Pavs",,,,,
"M42513	7782473	15668379	11/04/2012	Other Vegetables",,,,,
"M42513	7782473	15669824	11/04/2012	Raw Rice",,,,,
"M42513	7782473	15668520	11/04/2012	Bread",,,,,
"M42513	7782473	15668468	11/04/2012	Beans",,,,,
"M42513	7787032	15668467	11/10/2012	Beans",,,,,
